question,paragraph,answer
Mike Pence là Phó Tổng thống của quốc gia có thủ đô là gì? ,"Michael Richard ""Mike"" Pence (sinh 7 tháng 6 năm 1959) là Phó Tổng thống Hoa Kỳ thứ 48 từ năm 2017 đến năm 2021. Quốc gia này nằm tại Tây Bán cầu, lãnh thổ bao gồm 50 tiểu bang và 1 đặc khu liên bang (trong đó có 48 tiểu bang lục địa), thủ đô là Washington, D.C., thành phố lớn nhất là New York.","Washington, D.C"
"Visual novel nào có Orito Shinji tham gia sản xuất được miêu tả như một ""AVG chạm đến trái tim""?","và ONE ~Kagayaku Kisetsu e~. Trò chơi được nhóm phát triển miêu tả như một ""AVG chạm đến trái tim"" (心に届くAVG, Kokoro ni Todoku AVG).",One ~Kagayaku Kisetsu e~
Ngôn ngữ chính thức của Hàn Quốc là gì,"Ở Hàn Quốc , ngôn ngữ chính thức là tiếng Hàn Quốc ( tiếng Triều Tiên ) .",tiếng Hàn Quốc
Anh trai của Joaquin Phoenix sinh năm nào?,"Sinh ra ở Puerto Rico và lớn lên tại Los Angeles và Florida, Phoenix bắt đầu sự nghiệp diễn xuất của mình từ đầu thập niên 1980 với các vai diễn trong các bộ phim truyền hình cùng người anh trai River Phoenix. River Jude Phoenix (23 tháng 8 năm 1970 – 31 tháng 10 năm 1993) là một diễn viên, nhạc sĩ và nhà hoạt động xã hội người Mỹ.",1993
"Tập thơ ""Nhật ký trong tù"" gồm bao nhiêu bài","Nhật ký trong tù (nguyên văn chữ Hán: 獄中日記 - Hán-Việt: Ngục trung nhật ký) là tập thơ chữ Hán gồm 133 bài theo thể Đường luật do Hồ Chí Minh sáng tác trong thời gian bị chính quyền Tưởng Giới Thạch bắt giam ở Quảng Tây, Trung Quốc, từ ngày 29 tháng 8 năm 1942 đến ngày 10 tháng 9 năm 1943.",133 bài
Diện tích của Châu Phi là bao nhiêu,Nó bao gồm khu vực bao quanh một diện tích khoảng 30.221.532 km2 ( 11.668.599 mi2 ) tính cả các đảo .,khoảng 30.221.532 km2 ( 11.668.599 mi2 )
người nào là giám đốc công an hiện tại của thành phố Hà Nội,Đoàn Duy Khương ( sinh năm 1960 ) là một Thiếu tướng Công an Nhân dân Việt Nam .,Đoàn Duy Khương
Quê hương của Herbert A. Simon có tên tiếng Anh là United States phải không?,"Herbert Alexander Simon (15/6/1916 – 9/2/2001) là một nhà khoa học chính trị, kinh tế, xã hội học, tâm lý học người Mỹ và đặc biệt là giáo sư tại Đại học Carnegie Mellon—nơi ông có các nghiên cứu về nhiều lĩnh vực như nhận thức tâm lý, khoa học nhận thức, khoa học máy tính, hành chính, kinh tế, quản lý, khoa học triết học, xã hội học và khoa học chính trị. Hoa Kỳ (tiếng Anh: United States; viết tắt: U.S. hay US), hay còn được gọi là Mỹ (tiếng Anh: America), tên đầy đủ là Hợp chúng quốc Hoa Kỳ (tiếng Anh: United States of America, viết tắt: U.S.A. hay USA), là một quốc gia cộng hòa lập hiến liên bang thuộc châu Mỹ.",đúng
Bộ phim giúp Thomas Jeffrey Hanks giành giải Oscar lần thứ hai liên tiếp tổng cộng mang về bao nhiêu giải Oscar ?,"Ông từng đoạt 2 giải Oscar cho các vai diễn trong phim Philadelphia và Forrest Gump. Ngoài doanh thu thương mại bộ phim còn thâu tóm rất nhiều giải thưởng, trong đó phải kể đến 4 giải Oscar cho Phim hay nhất, Đạo diễn xuất sắc nhất, Nam diễn viên chính xuất sắc nhất… Đây là lần thứ hai liên tiếp nam diễn viên Tom Hanks đoạt giải Oscar.",4
Người cùng lúc nghiên cứu bệnh dịch hạch với Kitasato Shibasaburo sinh năm nào?,"Ông được nổi danh do công trình nghiên cứu khám phá căn bệnh dịch hạch tại Hồng kông năm 1894 - cùng lúc với Alexandre Yersin. Alexandre Émile Jean Yersin (22 tháng 9 năm 1863 – 1 tháng 3 năm 1943) là một bác sĩ, nhà vi khuẩn học và nhà thám hiểm người Pháp gốc Thụy Sĩ.",1863
Đảo nào trong Vương Quốc Anh tiếp giáp với đất nước khác,Bắc Ireland là bộ phận duy nhất của Vương quốc Liên hiệp Anh có biên giới trên bộ với quốc gia khác : Cộng hoà Ireland .,Bắc Ireland
Bắc Bộ từng có những tên gọi nào,Bắc Kỳ là tên gọi do vua Minh Mạng đặt ra năm 1834 để chỉ phần đất từ Ninh Bình trở ra phía bắc của Việt Nam .,Bắc Kỳ
Tác phẩm nào của Rose Byrne do Matthew Vaughn đạo diễn?,"Năm 2011, cô diễn xuất trong nhiều phim thành công về thương mại như Insidious, X-Men: First Class và Bridesmaids. Dị nhân: Thế hệ đầu tiên (tựa gốc tiếng Anh: X-Men: First Class) là một bộ phim siêu anh hùng của đạo diễn Matthew Vaughn và do sản xuất Bryan Singer, dựa trên các nhân vật X-Men xuất hiện trong Marvel Comics.",X-Men: Thế hệ thứ nhất
Nicolaas Bloembergen nhận bằng tiến sĩ năm 1948 tại trường trường nước Anh phải không?,"Nicolaas Bloembergen nhận bằng tiến sĩ từ Đại học Leiden năm 1948, trong khi đang nghiên cứu sinh tiến sĩ tại Đại học Harvard, Bloembergen cũng làm việc bán thời gian như là một trợ lý nghiên cứu sau đại học cho Edward Mills Purcell tại Phòng thí nghiệm bức xạ MIT. Đại học Leiden, tọa lạc tại thành phố Leiden, là trường đại học cổ xưa nhất ở Hà Lan .",không
Tổ chức nào của Pháp mà Albert Fert phụ trách phòng thí nghiệp hợp tác?,"Ông hiện làm giáo sư tại Đại học Paris-Sud 11 và là phụ trách một phòng thí nghiệp hợp tác của CNRS (Trung tâm nghiên cứu khoa học Pháp) và Tập đoàn Thales. Tập đoàn Thales (tiếng Pháp: [talɛs]) là một công ty đa quốc gia của Pháp, thiết kế và xây dựng hệ thống điện tử và cung cấp dịch vụ cho thị trường hàng không vũ trụ, quốc phòng, vận tải và an ninh.",Tập đoàn Thales
Tạp chí Dengeki G's Magazine của ASCII Media Works phát hành đều đặn vào ngày thứ 30 hàng tháng phải không?,"ASCII Media Works nổi tiếng nhờ thương hiệu tạp chí và sách của họ, Dengeki (電撃, Dengeki), trong đó bao gồm nhiều tạp chí nổi tiếng như Dengeki Daioh và Dengeki G's Magazine, cùng với ấn hiệu light novel chính của công ty là Dengeki Bunko. Dengeki G's Magazine (電撃G's magazine, Dengeki G's Magazine) là một tạp chí Nhật Bản ấn hành bởi ASCII Media Works (trước đây là MediaWorks) và phát hành đều đặn vào ngày thứ 30 hàng tháng, thông tin chủ yếu là về bishōjo game, nhưng cũng có một số trang dành cho anime dựa trên bishōjo games, đồng thời đăng manga và light novel cũng chuyển thể từ các trò chơi cùng loại.",đúng
Đội bóng nào Oleksandr Zinchenko từng chơi đã có 7 lần vô địch bóng đá Anh?,"Anh bắt đầu sự nghiệp tại đội bóng Ngoại Hạng Nga FC Ufa trước khi gia nhập Manchester City vào năm 2016 với mức phí trong khu vực 1 triệu bảng. Tính tới nay, Manchester City đã có 7 lần vô địch bóng đá Anh, 6 lần vô địch Cúp FA, 8 lần vô địch Cúp Liên đoàn bóng đá Anh, 6 lần vô địch Siêu cúp nước Anh và 1 lần đoạt Cúp C2 châu Âu.",Manchester City F.C.
Quốc gia của Kailash Satyarthi tiếp giáp với biển Đông ở phía Tây – Nam phải không?,"Kailash Satyarthi (tiếng Hindi: कैलाश सत्यार्थी) (sinh ngày 11 tháng 1 năm 1954) là một nhà hoạt động vì quyền của trẻ em người Ấn Độ, và một người đoạt giải Nobel Hòa bình năm 2014. Ấn Độ tiếp giáp với Ấn Độ Dương ở phía Nam, biển Ả Rập ở phía Tây – Nam và vịnh Bengal ở phía Đông – Nam, Ấn Độ có đường biên giới trên bộ với Pakistan ở phía Tây; với Trung Quốc, Nepal và Bhutan ở phía Đông – Bắc và Myanmar cùng Bangladesh ở phía Đông.",không
Nghệ sĩ có chuyến lưu diễn Liberation Tour là chủ nhân của bao nhiêu giải Grammy?,"Liberation Tour chuyến lưu diễn thứ năm của nghệ sĩ thu âm người Mỹ Christina Aguilera, tổ chức để hỗ trợ tiêu thụ album thứ tám của cô, Liberation (2018). Cô là chủ nhân của năm giải Grammy, một giải Grammy Latin và một ngôi sao trên Đại lộ Danh vọng Hollywood, cô được mệnh danh là ""Tiếng hát của một thế hệ"" và được vinh danh là Huyền thoại Disney lần lượt vào năm 2012 và năm 2019.",năm
Đại học mà John B. Goodenough làm giáo sư được thành lập năm 1883 phải không?,"Ông hiện là giáo sư về kỹ thuật cơ khí và khoa học vật liệu tại Đại học Texas ở Austin. Được thành lập năm 1883, khuôn viên của trường nằm cách Tòa Quốc hội Tiểu bang Texas trong thành phố thủ phủ Austin khoảng 0,25 dặm (400 m).",đúng
Lê Hồng Anh được phong làm đại tướng năm nào,9/1/2005 : Được phong cấp hàm Đại tướng Công an Nhân dân ( trực tiếp phong hàm đại tướng ) .,2005
Làng biên giới Bàn Môn Điếm còn có tên gọi khác là gì,"Bàn Môn Điếm thường được dùng để chỉ Khu vực An ninh Chung gần đó, nơi các cuộc gặp giữa hai miền Triều Tiên vẫn thường diễn ra.",Khu vực An ninh Chung
Giải thưởng Baruj Benacerraf đoạt được năm 1980 là một trong bao nhiêu Giải Nobel?,"Baruj Benacerraf (29 tháng 10 năm 1920 – 2 tháng 8 năm 2011) là nhà miễn dịch học người Mỹ gốc Venezuela và Do Thái, đã đoạt giải Nobel Sinh lý và Y khoa năm 1980 cùng với Jean Dausset và George Snell cho công trình nghiên cứu của họ về Major histocompatibility complex. Nó là một trong năm Giải Nobel được thành lập từ năm 1895 bởi nhà hóa học Thụy Điển Alfred Nobel, người phát minh ra thuốc nổ và giàu lên nhờ kinh doanh chất này.",năm
Tử Cấm Thành còn có tên gọi nào khác,Tử Cấm Thành hay Cấm Thành là tên gọi của khu vực dành riêng cho gia đình nhà vua ở trong thành .,Cấm Thành
Nơi mà J. Cole lớn lên có dân số năm 2009 ước tính 198.061 người phải không?,"Sinh ra tại một căn cứ quân sự ở Đức nhưng lớn lên ở Fayetteville, Bắc Carolina, Cole ban đầu được công nhận là một rapper sau khi phát hành bản mixtape đầu tay của mình, The Come Up, vào đầu năm 2007. Dân số năm 2009 ước tính là 198.061 người, là đô thị lớn thứ 6 ở tiểu bang Bắc Carolina.",đúng
Diễn viên Mary McDonnell trong bộ phim Donnie Darko sinh ngày 28 tháng 4 năm 1952 phải không?,"Với các diễn viên Jake Gyllenhaal, Jena Malone, và Mary McDonnell. Mary Eileen McDonnell (sinh ngày 28 tháng 4 năm 1952) là một nữ diễn viên người Mỹ.",đúng
Người Trung Hoa gọi Hoàng Sa là gì,"Hoàng Sa , có nghĩa là "" cát vàng "" , là tên Người Việt đặt cho quần đảo này , còn người Trung Hoa gọi quần đảo này với những tên gọi là : , Hán-Việt : "" Tây Sa quần đảo "" .",""" Tây Sa quần đảo """
Lê Duẩn từng giữ chức vụ gì,"Tại đại hội này , chức vụ Bí thư thứ nhất được bãi bỏ và chức vụ đứng đầu Ban Chấp hành trung ương trở thành Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam , vẫn do Lê Duẩn nắm giữ .",Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam
Đội bóng đá có Didier Deschamps hiện là huấn luyện viên trưởng đã vô địch Olympic mấy lần?,"Ông hiện đang là huấn luyện viên trưởng của Đội tuyển bóng đá quốc gia Pháp. Ngoài ra, đội tuyển Pháp đã vô địch Olympic 1 lần vào năm 1984 tại Los Angeles và FIFA Confederations Cup hai lần liên tiếp các năm 2001 và 2003.",1
Simon Cowell từng làm giám khảo cho cuộc thi American Idol được mua bản quyền từ X Factor phải không?,"Ông nổi tiếng trên truyền hình với vai trò là giám khảo của nhiều cuộc thi âm nhạc lớn như Pop Idol, American Idol, The X Factor hay Britain's Got Talent. American Idol được mua bản quyền từ chương trình Pop Idol của Anh do nhà sản xuất Simon Fuller sáng lập.",không
Thành phố mà Adam Riess sinh ra mang tên Tổng thống thứ mấy của Hợp chúng quốc Hoa Kỳ?,"Adam G. Riess (sinh năm 1969, Washington, D.C., Hoa Kỳ) là một nhà vật lý thiên văn tại Đại học Johns Hopkins và Viện Khoa học Kính thiên văn vũ trụ và được biết đến với nghiên cứu của mình trong việc sử dụng siêu tân tinh như đầu dò vũ trụ. Địa danh này mang tên vị Tổng thống đầu tiên của Hợp chúng quốc Hoa Kỳ George Washington, kết hợp với tên của người khám phá ra châu Mỹ Cristoforo Colombo.",Tổng thống đầu tiên
Hàm Nghi là vị vua nổi tiếng về,Yêu nước Hàm Nghi là vị vua nổi tiếng yêu nước.,yêu nước.
Người cùng được trao giải Nobel Hoá học với Emmanuelle Charpentier sinh năm nào?,"Năm 2020, Charpentier và Jennifer Doudna được trao giải Nobel Hóa học ""vì sự phát triển của phương pháp chỉnh sửa bộ gen."" Jennifer Anne Doudna (sinh ngày 19 tháng 2 năm 1964) là một nhà hóa sinh người Mỹ được biết đến với công trình tiên phong trong lĩnh vực chỉnh sửa gen CRISPR.",1964
Demarai Gray nhỏ tuổi hơn Andrew Johnson phải không?,Andrew Johnson (29 tháng 12 năm 1808 - 31 tháng 7 năm 1875) là tổng thống thứ 17 của Hoa Kỳ và tại nhiệm từ năm 1865 đến năm 1867. Demarai Remelle Gray (sinh ngày 28 tháng 6 năm 1996) là một cầu thủ bóng đá chuyên nghiệp người Anh đang chơi cho câu lạc bộ Everton ở vị trí tiền vệ cánh.,đúng
Thiệp Giáng sinh bắt nguồn từ đâu,"Bắt nguồn từ năm 1843 khi ông Henry Cole (1808 - 1882), một thương gia giàu có nước Anh, đã nhờ John Callcott Horsley (1817 - 1903), một họa sĩ ở Luân Đôn, thiết kế một tấm thiệp thật đẹp để tặng bạn bè.","từ năm 1843 khi ông Henry Cole (1808 - 1882), một thương gia giàu có nước Anh, đã nhờ John Callcott Horsley (1817 - 1903), một họa sĩ ở Luân Đôn, thiết kế một tấm thiệp thật đẹp để tặng bạn bè"
núi nào cao nhất Syria,Điểm cao nhất ở Syria là núi Hermon ( 2.814 m ; 9.232  ft ) trên biên giới Lebanon .,núi Hermon
Tỉnh duy nhất không có thành phố nào trực thuộc ở nước ta là gì,"Thành phố trực thuộc tỉnh là một đô thị và là trung tâm hành chính , kinh tế của một tỉnh ( ngoại trừ tỉnh Đắk Nông là tỉnh duy nhất cả nước hiện nay không có thành phố nào trực thuộc ) .",tỉnh Đắk Nông
